dim,rep,num_inducing,marg_lik,mean_log_pred,time
2,2,441,-3299.1011848014823,-0.29614423381097515,1.0497217178344727
2,2,729,-3169.6907007238988,-0.29701206961624177,1.9349453449249268
2,2,1225,-3118.55800577889,-0.2986188218525746,4.1908347606658936
2,2,2025,-3092.8750792340434,-0.298158074333234,10.424707412719727
2,3,9,-52829.151652955305,-1.178688337157253,0.427354097366333
2,3,49,-11151.660149033545,-0.5359889326170597,0.45308971405029297
2,3,225,-3832.9292779713796,-0.30576097437228694,0.6705620288848877
2,3,441,-3400.247086760741,-0.2995198555447233,1.0569281578063965
2,3,729,-3281.7711216018215,-0.28814419196542934,2.002614736557007
2,3,1225,-3228.948038827577,-0.28894207409771727,4.260600328445435
2,3,2025,-3202.817916150714,-0.288552091243654,10.541850805282593
2,4,9,-59526.47945286309,-1.1756943317720918,0.42989158630371094
2,4,49,-10963.640952346119,-0.5241521454462402,0.44887566566467285
2,4,225,-3866.150824563265,-0.3418543356152761,0.6416263580322266
2,4,441,-3342.8990330110246,-0.30574593087584445,1.0562663078308105
2,4,729,-3225.9951612063523,-0.30142299477096945,1.9147872924804688
2,4,1225,-3168.7737495964757,-0.3008323180326,4.1881020069122314
2,4,2025,-3143.3614719807883,-0.30004748152041394,10.46179485321045
3,0,27,-68628.5761783871,-1.2024697900884362,0.6050863265991211
3,0,125,-30138.7743179057,-0.8430040429588787,0.6867060661315918
3,0,343,-14723.810033641683,-0.5512076828814101,1.0698111057281494
3,0,729,-9191.033608892278,-0.4404785658802553,2.18868350982666
3,0,1331,-6985.426672313231,-0.38616705659458395,5.317103385925293
3,0,2197,-5841.018737751103,-0.3600643775830755,12.804741859436035
3,1,27,-70447.85139309049,-1.2160366272879,0.6010487079620361
3,1,125,-31582.691578312486,-0.8713524916626543,0.691293478012085
3,1,343,-15681.664148682139,-0.624131471995965,1.054330587387085
3,1,729,-9077.174709204497,-0.4751943072678997,2.20979642868042
3,1,1331,-6911.722950675707,-0.41580108920513587,5.317641735076904
3,1,2197,-5868.822316778387,-0.3806140030841131,12.988276481628418
3,2,27,-73857.6167293693,-1.2644092162113547,0.5928363800048828
3,2,125,-31798.946499806523,-0.8824515809462063,0.6970646381378174
3,2,343,-15787.349331641963,-0.6637546467226918,1.0682497024536133
3,2,729,-9516.6413986724,-0.5061833262434057,2.2037508487701416
3,2,1331,-6929.065982363558,-0.4193232155943011,5.347121477127075
3,2,2197,-5853.013760713904,-0.40533049195950294,12.897296667098999
3,3,27,-65514.36878964601,-1.1645150823451316,0.5919370651245117
3,3,125,-30517.75738564514,-0.858017115100597,0.6949987411499023
3,3,343,-14544.918219041356,-0.5878913525788414,1.06486177444458
3,3,729,-9597.519795672844,-0.4927710031689836,2.2033209800720215
3,3,1331,-6903.13629303583,-0.4218792104559819,5.332637548446655
3,3,2197,-5799.423919094057,-0.38775225048348555,12.926836490631104
3,4,27,-76338.60768486452,-1.3765950269592109,0.6008055210113525
3,4,125,-31770.473204812737,-0.9143912088699053,0.6911146640777588
3,4,343,-15190.234639541668,-0.6411155420537216,1.0609757900238037
3,4,729,-9740.64500977494,-0.5144539596890666,2.2024099826812744
3,4,1331,-7063.665219508221,-0.4152033484436382,5.446783542633057
3,4,2197,-6036.8461387565985,-0.38962611469496633,13.345100402832031
4,0,81,-82631.26864516255,-1.316568182114112,0.8067359924316406
4,0,625,-38627.914421858084,-0.9432634467588575,2.202176570892334
4,0,2401,-20111.211768204077,-0.7046549933310094,16.272522926330566
4,0,6561,-13085.541143834227,-0.5850992344394093,121.97916460037231
4,1,81,-84616.32783229991,-1.342650868268884,0.8197367191314697
4,1,625,-39665.09965276388,-0.9883799102904036,2.113150119781494
4,1,2401,-20165.511546535818,-0.7453583006318859,16.011966705322266
4,1,6561,-13046.547351992158,-0.6272641147266743,120.57070088386536
4,2,81,-77416.17420980673,-1.2857161576375133,0.807450532913208
4,2,625,-39146.19175117918,-0.996928858857929,2.1138319969177246
4,2,2401,-19877.350992834014,-0.7648342416024364,15.986066341400146
4,2,6561,-12837.283419514977,-0.6602793012034675,123.39298462867737
4,3,81,-81654.7544991088,-1.3299658499879121,0.8145737648010254
4,3,625,-38884.32196894983,-0.9790813334023637,2.1444318294525146
4,3,2401,-19378.904403225213,-0.7358390502627997,15.913193464279175
4,3,6561,-12516.081449906334,-0.6291395758875723,120.6876392364502
4,4,81,-82671.81892341762,-1.3063477993949337,0.8071303367614746
4,4,625,-40023.305052499396,-0.9716336275865476,2.1123547554016113
4,4,2401,-20095.091730583517,-0.7235430878361709,15.937686204910278
4,4,6561,-12875.348550659182,-0.6375322323781808,121.13914370536804
