,dim,marg_lik,mean_log_pred,num_inducing,rep,time
0,1.0,-2842.6148869658828,-0.9070740311587496,1.0,0.0,1.6576828956604004
1,1.0,-1148.7723074743953,-0.3109976329657338,2.0,0.0,2.1357333660125732
2,1.0,-1057.8116210348164,-0.3207104372649303,3.0,0.0,3.1271016597747803
3,1.0,-975.3617780642077,-0.30072901221624554,4.0,0.0,3.4676313400268555
4,1.0,-952.8809004377517,-0.30080754739830967,5.0,0.0,3.7920565605163574
5,1.0,-2119.274081766704,-0.6596376112169606,1.0,1.0,1.5133492946624756
6,1.0,-1787.9989075028998,-0.538411256192136,2.0,1.0,1.8248283863067627
7,1.0,-1546.1521258676053,-0.39262767492628275,3.0,1.0,3.200676441192627
8,1.0,-1226.5840670278812,-0.3380711550859432,4.0,1.0,3.525111436843872
9,1.0,-1119.7839224658069,-0.31247488129340617,5.0,1.0,3.8956334590911865
10,1.0,-1744.579037589753,-0.5765219477402158,1.0,2.0,1.577094316482544
11,1.0,-1758.8176871707265,-0.5765321139783889,2.0,2.0,1.6165273189544678
12,1.0,-1376.419809130465,-0.4402457193281965,3.0,2.0,2.6530580520629883
13,1.0,-1290.657796147288,-0.3882515864945475,4.0,2.0,3.506648302078247
14,1.0,-1127.623790484069,-0.36448437227139163,5.0,2.0,3.8085896968841553
15,1.0,-4544.593873216554,-1.53288818710008,1.0,3.0,1.4776344299316406
16,1.0,-1909.1426248130776,-0.5369410472918682,2.0,3.0,1.9280495643615723
17,1.0,-1168.4204367327395,-0.3199544360689348,3.0,3.0,3.1735024452209473
18,1.0,-1061.4167993977862,-0.31199865124803783,4.0,3.0,3.5108370780944824
19,1.0,-1041.5321882709206,-0.31160926772839503,5.0,3.0,3.8198354244232178
20,1.0,-1921.9048211539612,-0.653476476012499,1.0,4.0,1.579688310623169
21,1.0,-1933.6512044329047,-0.6534566358238256,2.0,4.0,1.7008697986602783
22,1.0,-1128.072008379778,-0.32997401990383757,3.0,4.0,3.174251079559326
23,1.0,-1078.8788975662071,-0.32470828405050123,4.0,4.0,3.5016322135925293
24,1.0,-1048.1480828315414,-0.31594544119099993,5.0,4.0,3.8352932929992676
25,2.0,-3424.9003052017015,-1.1371599127235268,1.0,0.0,2.6762967109680176
26,2.0,-2720.431608811154,-0.8556198190600918,2.0,0.0,4.380854606628418
27,2.0,-2352.357108125477,-0.7457781169936204,3.0,0.0,5.932536602020264
28,2.0,-1774.0917288803223,-0.5045765552457638,4.0,0.0,6.613572597503662
29,2.0,-1533.9196851648842,-0.4322960664594869,5.0,0.0,7.353260517120361
30,2.0,-3392.7365311493627,-1.1408536284058048,1.0,1.0,2.665180206298828
31,2.0,-3046.305018262956,-1.033792466441688,2.0,1.0,3.6464104652404785
32,2.0,-2126.905646191056,-0.6485874031121541,3.0,1.0,5.949157238006592
33,2.0,-1711.9761071314833,-0.5117158636022895,4.0,1.0,6.581727743148804
34,2.0,-1496.133048810177,-0.42253216601091365,5.0,1.0,7.387977123260498
35,2.0,-3693.1170253543455,-1.2472462058906013,1.0,2.0,2.665926218032837
36,2.0,-3326.0049638576415,-1.0921509707027426,2.0,2.0,3.682337760925293
37,2.0,-2219.5481885056392,-0.6664070986878146,3.0,2.0,6.022439956665039
38,2.0,-1868.9991769796925,-0.5638998248870557,4.0,2.0,6.566604137420654
39,2.0,-1482.8567606617119,-0.42758501239510327,5.0,2.0,7.323261499404907
40,2.0,-3005.6815038784225,-1.0241991956317678,1.0,3.0,3.316154718399048
41,2.0,-2501.5460256792294,-0.7848641377829706,2.0,3.0,5.4179368019104
42,2.0,-1987.6919895049805,-0.5862156832611978,3.0,3.0,5.999588966369629
43,2.0,-1607.9763316532687,-0.4541509926610262,4.0,3.0,6.704734563827515
44,2.0,-1422.1177259503258,-0.3994997441147422,5.0,3.0,7.446415185928345
45,2.0,-4020.686621945067,-1.3852632147642507,1.0,4.0,2.7292072772979736
46,2.0,-2637.09548550288,-0.8045849070419383,2.0,4.0,5.2300028800964355
47,2.0,-1814.0707615060367,-0.5249533736646712,3.0,4.0,5.988848686218262
48,2.0,-1622.6044718922099,-0.489944429905366,4.0,4.0,6.714850902557373
49,2.0,-1453.2744109154346,-0.4159272770911957,5.0,4.0,7.3177855014801025
50,3.0,-4452.662379690291,-1.4970391886803152,1.0,0.0,3.979793071746826
51,3.0,-4452.662076758915,-1.4970389528648358,2.0,0.0,4.114087104797363
52,3.0,-3037.9495795666917,-0.8703863515032177,3.0,0.0,10.110337018966675
53,3.0,-4452.6572775597715,-1.4970121966382477,4.0,0.0,4.886261463165283
54,3.0,-4452.670679647798,-1.4970389118041352,5.0,0.0,6.32094931602478
55,3.0,-4051.180011738542,-1.3535171384820373,1.0,1.0,3.9981026649475098
56,3.0,-4051.1799843175904,-1.3535169982129105,2.0,1.0,4.185827016830444
57,3.0,-4051.1904704150506,-1.3535126608424053,3.0,1.0,4.196253061294556
58,3.0,-4051.190414564261,-1.3535136006462942,4.0,1.0,4.671659708023071
59,3.0,-4051.204005316983,-1.3535141427229123,5.0,1.0,6.521334171295166
60,3.0,-4087.00646048595,-1.3513194396149315,1.0,2.0,3.9455912113189697
61,3.0,-4087.006514505677,-1.3513200336567557,2.0,2.0,4.149496793746948
62,3.0,-4087.008858173307,-1.3513146928846287,3.0,2.0,4.381731748580933
