,dim,marg_lik,mean_log_pred,num_inducing,rep,time
38,2.0,-2518.576964998352,-0.3557530155198342,49.0,2.0,0.43355655670166016
39,2.0,-1887.2073557226104,-0.30089653228579333,81.0,2.0,0.5545909404754639
40,2.0,-39807.12554767977,-1.3960181664627258,1.0,3.0,0.40071916580200195
41,2.0,-13502.434448351338,-0.8115393926427414,9.0,3.0,0.5223495960235596
42,2.0,-4085.2294140364647,-0.4263203328601991,25.0,3.0,0.501694917678833
43,2.0,-2278.111069492501,-0.3295295234277917,49.0,3.0,0.4230513572692871
44,2.0,-1827.501064424243,-0.29079280568521754,81.0,3.0,0.5627868175506592
45,2.0,-34429.699890505064,-1.1939910340236572,1.0,4.0,0.41295838356018066
46,2.0,-11081.235198785787,-0.7505455226240424,9.0,4.0,0.5213119983673096
47,2.0,-4099.672740700764,-0.42860233731440656,25.0,4.0,0.5059313774108887
48,2.0,-2372.41707125221,-0.33287058540657394,49.0,4.0,0.43096256256103516
49,2.0,-1855.2946662456488,-0.29493967236206314,81.0,4.0,0.5550241470336914
50,3.0,-48530.72023640694,-1.454599505095264,1.0,0.0,0.675234317779541
51,3.0,-16752.274978840487,-0.9684779192529904,27.0,0.0,0.5498642921447754
52,3.0,-4874.152312076971,-0.5011252166080364,125.0,0.0,0.7595999240875244
53,3.0,-2589.209140687435,-0.3811553160287781,343.0,0.0,0.9150376319885254
54,3.0,-2167.542612261135,-0.3639538194840772,729.0,0.0,1.534785509109497
55,3.0,-61161.14618777559,-1.772776340935071,1.0,1.0,0.6705746650695801
56,3.0,-15975.454586417589,-0.8933241871150664,27.0,1.0,0.6557667255401611
57,3.0,-4847.493051035115,-0.5088512435551965,125.0,1.0,0.6280796527862549
58,3.0,-2608.3023706629465,-0.3545584260110492,343.0,1.0,0.9511399269104004
59,3.0,-2162.925652130474,-0.32912160214458513,729.0,1.0,1.5547900199890137
60,3.0,-43866.665635119,-1.31987822948527,1.0,2.0,0.6750442981719971
61,3.0,-15669.802669800192,-0.9090032975779745,27.0,2.0,0.6702883243560791
62,3.0,-4715.12178031413,-0.49624558728766976,125.0,2.0,0.620779275894165
63,3.0,-2598.0706694761175,-0.391329222020889,343.0,2.0,0.9534001350402832
64,3.0,-2179.8196647668665,-0.3819384024931666,729.0,2.0,1.5381748676300049
65,3.0,-42688.28039493627,-1.319518336448038,1.0,3.0,0.6744134426116943
66,3.0,-14936.370946579136,-0.8680493238491304,27.0,3.0,0.6632611751556396
67,3.0,-5238.111307938383,-0.529614513880761,125.0,3.0,0.6246469020843506
68,3.0,-2708.7389111519296,-0.34486957202157986,343.0,3.0,0.9536378383636475
69,3.0,-2252.3837991189976,-0.3112854121874069,729.0,3.0,1.5420968532562256
70,3.0,-42196.49822314133,-1.2972770206234472,1.0,4.0,0.6684389114379883
71,3.0,-13982.2705073947,-0.8412073065120363,27.0,4.0,0.6713085174560547
72,3.0,-4772.462242186291,-0.522362659711636,125.0,4.0,0.6282651424407959
73,3.0,-2530.5405128495295,-0.3908213552118467,343.0,4.0,0.9551236629486084
74,3.0,-2095.659175998124,-0.36247839787497377,729.0,4.0,1.5432724952697754
75,4.0,-50869.39436199076,-1.4713539724879625,1.0,0.0,0.8217706680297852
76,4.0,-17924.860363813896,-0.9616015379036805,81.0,0.0,0.8650791645050049
77,4.0,-5195.018340140501,-0.5364645861112618,625.0,0.0,1.5597641468048096
78,4.0,-3187.426537588035,-0.4379471325343144,2401.0,0.0,9.634664535522461
79,4.0,-54404.412030791405,-1.497364128691959,1.0,1.0,0.8230898380279541
80,4.0,-18364.796356387225,-0.9745577376830404,81.0,1.0,0.8687169551849365
81,4.0,-5236.517299616873,-0.5247594705707151,625.0,1.0,1.5625970363616943
