dim,rep,num_inducing,marg_lik,mean_log_pred,time
2,3,1225,-4147.97823220912,-0.0,0.3648073673248291
2,3,2025,-4092.8786825395073,-0.0,0.6712582111358643
2,4,9,-53987.715692846075,-0.0,0.19556427001953125
2,4,49,-13911.78234974703,-0.0,0.2107555866241455
2,4,225,-5618.1956175334635,-0.0,0.1980130672454834
2,4,441,-4557.873696995543,-0.0,0.2219219207763672
2,4,729,-4252.168829429676,-0.0,0.2797393798828125
2,4,1225,-4116.249310392675,-0.0,0.36737942695617676
2,4,2025,-4050.3425344600982,-0.0,0.6778090000152588
3,0,27,-61125.19964451715,-0.0,0.2846403121948242
3,0,125,-32944.40083119867,-0.0,0.2918853759765625
3,0,343,-18986.727989632105,-0.0,0.30681705474853516
3,0,729,-13161.992072374429,-0.0,0.3538637161254883
3,0,1331,-10181.616245404308,-0.0,0.474977970123291
3,0,2197,-8589.627466695347,-0.0,0.8781521320343018
3,1,27,-67550.76126636041,-0.0,0.2751352787017822
3,1,125,-33007.88966955726,-0.0,0.2948734760284424
3,1,343,-19583.348994305197,-0.0,0.30083680152893066
3,1,729,-13224.57002035041,-0.0,0.347698450088501
3,1,1331,-10268.847835605746,-0.0,0.476574182510376
3,1,2197,-8648.898256415683,-0.0,0.880542516708374
3,2,27,-65971.81807192386,-0.0,0.2945973873138428
3,2,125,-34384.9558660468,-0.0,0.27796125411987305
3,2,343,-19792.927717116057,-0.0,0.288926362991333
3,2,729,-13522.11090053829,-0.0,0.3492250442504883
3,2,1331,-10401.685208813615,-0.0,0.47817349433898926
3,2,2197,-8666.00528166184,-0.0,0.8666298389434814
3,3,27,-59575.70394040547,-0.0,0.28559184074401855
3,3,125,-32523.652410363484,-0.0,0.2940101623535156
3,3,343,-18576.482105248062,-0.0,0.29925060272216797
3,3,729,-13129.644206830642,-0.0,0.34536194801330566
3,3,1331,-10422.23176818074,-0.0,0.47420716285705566
3,3,2197,-8760.778443097159,-0.0,0.863762617111206
3,4,27,-63390.62018279124,-0.0,0.28707456588745117
3,4,125,-33710.14378167706,-0.0,0.2774226665496826
3,4,343,-19649.559289601908,-0.0,0.29680609703063965
3,4,729,-13633.64275635047,-0.0,0.3582632541656494
3,4,1331,-10579.179403954076,-0.0,0.48859739303588867
3,4,2197,-8761.525111142473,-0.0,0.8848390579223633
4,0,81,-73143.99354542817,-0.0,0.3623380661010742
4,0,625,-42806.47639986737,-0.0,0.41347670555114746
4,0,2401,-25801.34313824674,-0.0,1.123154640197754
4,0,6561,-18326.22371173591,-0.0,9.413378238677979
4,1,81,-76681.7390561908,-0.0,0.37839388847351074
4,1,625,-43502.905966399034,-0.0,0.41507792472839355
4,1,2401,-25796.89968735093,-0.0,1.1073424816131592
4,1,6561,-18203.853422335327,-0.0,9.35542917251587
4,2,81,-69740.33690262554,-0.0,0.3646118640899658
4,2,625,-42519.313298248846,-0.0,0.4184565544128418
4,2,2401,-25679.08574035587,-0.0,1.0957367420196533
4,2,6561,-17920.188365324604,-0.0,9.39137601852417
4,3,81,-73991.6534327121,-0.0,0.36953163146972656
4,3,625,-41823.017159914394,-0.0,0.41283679008483887
4,3,2401,-25442.425137229206,-0.0,1.0836963653564453
4,3,6561,-17689.680970165595,-0.0,9.321867942810059
4,4,81,-77682.6293162645,-0.0,0.36328768730163574
4,4,625,-43519.30429476753,-0.0,0.4158921241760254
4,4,2401,-25944.96254968775,-0.0,1.0830700397491455
4,4,6561,-18133.20811469748,-0.0,9.358245134353638
