dim,rep,num_inducing,marg_lik,mean_log_pred,time
4,1,2401,-33865.79076295042,-0.9029503231638898,2.911407709121704
4,1,6561,-23075.707296371278,-0.7661422533906704,23.003435373306274
4,2,81,-74404.98699464138,-1.2364157629642318,0.9855420589447021
4,2,625,-51334.86453356978,-1.0759890252413662,1.0915038585662842
4,2,2401,-33657.77305627033,-0.9249835406172151,2.8986623287200928
4,2,6561,-22912.82821935987,-0.7982425160401599,22.67358708381653
4,3,81,-79504.29617844948,-1.2956378123575851,0.940863847732544
4,3,625,-51213.94239547732,-1.073707903717584,1.0628042221069336
4,3,2401,-33148.80991392916,-0.9155624799271188,2.8573641777038574
4,3,6561,-22694.75593175881,-0.7741471161258305,22.205409288406372
4,4,81,-82440.21798975447,-1.30490708006203,0.9250667095184326
4,4,625,-53664.51274248565,-1.069872810117923,1.0364882946014404
4,4,2401,-34079.260754130184,-0.8896852430973392,2.8627312183380127
4,4,6561,-23229.00221716059,-0.7559674049764327,22.24570322036743
