,dim,marg_lik,mean_log_pred,num_inducing,rep,time
0,1.0,-952.8809004377517,-0.30080754739830967,5.0,0.0,3.704464912414551
1,1.0,-871.8300810232602,-0.2776302275968574,10.0,0.0,5.725358247756958
2,1.0,-859.355973187846,-0.2759870711965983,15.0,0.0,8.269301652908325
3,1.0,-874.118392476409,-0.2782031892854111,20.0,0.0,10.54773759841919
4,1.0,nan,-178981.65628673858,50.0,0.0,118.35422325134277
5,1.0,-1119.7839224658069,-0.31247488129340617,5.0,1.0,3.9643311500549316
6,1.0,-912.7858999085261,-0.27092740080058325,10.0,1.0,5.772343158721924
7,1.0,-895.5225248476186,-0.265158761288044,15.0,1.0,8.292629957199097
8,1.0,-893.164706820924,-0.26321856855476006,20.0,1.0,10.458301544189453
9,1.0,nan,-4.007168870564525,50.0,1.0,8.60884690284729
10,1.0,-1127.623790484069,-0.36448437227139163,5.0,2.0,3.7759203910827637
11,1.0,-875.4989844226775,-0.28472177957211103,10.0,2.0,5.699925184249878
12,1.0,-844.5592337240477,-0.27284865020804144,15.0,2.0,8.110459566116333
13,1.0,-841.246562449312,-0.27093471403160124,20.0,2.0,10.218328714370728
14,1.0,-1872.4106646329683,-0.5086446931722496,50.0,2.0,5.888723373413086
15,1.0,-1041.5321882709206,-0.31160926772839503,5.0,3.0,4.015531063079834
16,1.0,-900.0134616922257,-0.2766813390913495,10.0,3.0,4.959921836853027
17,1.0,-885.2918144300411,-0.2755593703080921,15.0,3.0,8.360729217529297
18,1.0,-894.9476846079443,-0.27578149289001896,20.0,3.0,7.658395051956177
19,1.0,-1065.5470160756665,-0.2718509242759425,50.0,3.0,6.228607416152954
20,1.0,-1048.1480828315414,-0.31594544119099993,5.0,4.0,4.0447328090667725
21,1.0,-975.0834927154557,-0.2957892091836199,10.0,4.0,3.176267385482788
22,1.0,-935.1577980326351,-0.2894847689360143,15.0,4.0,8.381381750106812
23,1.0,-988.7345188322965,-0.29908183229277724,20.0,4.0,2.836435556411743
24,1.0,-4746.554613428266,-1.3532411404063864,50.0,4.0,5.2155632972717285
25,2.0,-1533.9196851648842,-0.4322960664594869,5.0,0.0,7.258998870849609
26,2.0,-1188.8549829484962,-0.34909127854041694,10.0,0.0,11.652198076248169
27,2.0,-1182.82666866199,-0.34661402640007954,15.0,0.0,17.128177404403687
28,2.0,-3466.11145332824,-1.1371639657331287,20.0,0.0,5.043675422668457
29,2.0,-3428.1764019586462,-1.137163848191479,50.0,0.0,52.88807678222656
30,2.0,-1496.133048810177,-0.42253216601091365,5.0,1.0,7.924307584762573
31,2.0,-1376.965239362662,-0.3916261920351599,10.0,1.0,6.099102735519409
32,2.0,-1166.1930576140414,-0.3398378254429958,15.0,1.0,17.318522691726685
33,2.0,-3433.0721558374084,-1.1408574056963077,20.0,1.0,5.212528705596924
34,2.0,-3392.8998383471,-1.140856028890028,50.0,1.0,39.08870792388916
35,2.0,-1482.8567606617119,-0.42758501239510327,5.0,2.0,7.548970937728882
36,2.0,-1135.0083323219553,-0.3507948789359624,10.0,2.0,11.677209615707397
37,2.0,-1104.2727518116458,-0.33668099242018346,15.0,2.0,17.536449909210205
38,2.0,-3695.097979872885,-1.247248663162859,20.0,2.0,12.594436168670654
39,2.0,-3699.9650977848128,-1.2472468041625298,50.0,2.0,20.234747409820557
40,2.0,-1422.1177259503258,-0.3994997441147422,5.0,3.0,7.282631158828735
41,2.0,-1182.0785591546407,-0.3318625536478684,10.0,3.0,11.782658815383911
42,2.0,-1195.3442564656934,-0.3349580036297081,15.0,3.0,16.73859405517578
43,2.0,-1243.250220489504,-0.34339655315727596,20.0,3.0,22.250988483428955
44,2.0,-4194.574324471137,-1.4186881719480888,50.0,3.0,27.09654426574707
45,2.0,-1453.2744109154346,-0.4159272770911957,5.0,4.0,7.268117666244507
46,2.0,-1237.3628135457284,-0.3500137167123961,10.0,4.0,11.488472938537598
47,2.0,-1209.2987177899113,-0.3323673240888553,15.0,4.0,16.66839098930359
48,2.0,-4022.5179155292317,-1.3852635464434704,20.0,4.0,14.083942890167236
49,2.0,-4036.6311454807474,-1.385260939045181,50.0,4.0,34.674378395080566
50,3.0,-4452.670679647798,-1.4970389118041352,5.0,0.0,6.23249363899231
51,3.0,-4452.713007497782,-1.4970387279452562,10.0,0.0,11.65239143371582
52,3.0,-4452.684322904604,-1.4970384202772593,15.0,0.0,48.50352668762207
53,3.0,-4452.780311887828,-1.4970379869758208,20.0,0.0,97.91743326187134
54,3.0,-4051.204005316983,-1.3535141427229123,5.0,1.0,6.390246629714966
55,3.0,-4051.2087373803897,-1.3535169289190259,10.0,1.0,15.189798355102539
56,3.0,-4051.217325803602,-1.3535170277262765,15.0,1.0,43.78966498374939
57,3.0,-4051.29651963126,-1.3535170333428073,20.0,1.0,130.93468070030212
58,3.0,-4087.009533941538,-1.3513193494742692,5.0,2.0,6.573187589645386
59,3.0,-4087.0519675951678,-1.3513203887542626,10.0,2.0,15.473187446594238
60,3.0,-4087.174340211529,-1.351321522116556,15.0,2.0,29.586957216262817
61,3.0,-4087.11594463214,-1.3513194973018385,20.0,2.0,109.70767545700073
62,3.0,-3927.3202602629276,-1.3202974771282967,5.0,3.0,6.427729368209839
63,3.0,-3927.4020839985824,-1.3202999687962216,10.0,3.0,11.562188863754272
64,3.0,-3927.328716181176,-1.3203009781923478,15.0,3.0,50.94143462181091
65,3.0,-3927.4149133740552,-1.3203016009835336,20.0,3.0,85.02226090431213
66,3.0,-4268.333716126925,-1.4786076436361624,5.0,4.0,5.092491865158081
67,3.0,-4268.335060499904,-1.4786113807495103,10.0,4.0,15.051634073257446
68,3.0,-4268.332171577916,-1.4786073441244003,15.0,4.0,43.390814542770386
69,3.0,-4268.431532956398,-1.478607438851092,20.0,4.0,84.22587299346924
70,4.0,-4358.63000152633,-1.4660522722546643,5.0,0.0,15.081873655319214
71,4.0,-4358.648514877932,-1.4660513296740931,10.0,0.0,202.1036238670349
72,4.0,-4358.643060651279,-1.4660533969013632,15.0,0.0,1765.6883857250214
73,4.0,-4707.398432495398,-1.5481283833612853,5.0,1.0,17.547099828720093
74,4.0,-4707.426920311112,-1.548124318176175,10.0,1.0,453.38577032089233
75,4.0,-4707.40668603793,-1.5481254347392546,15.0,1.0,1667.4060409069061
76,4.0,-4084.329227014698,-1.3681495408319184,5.0,2.0,16.52526593208313
77,4.0,-4084.4166324542757,-1.368148878389825,10.0,2.0,285.98153710365295
78,4.0,-4084.34480610385,-1.3681532181853304,15.0,2.0,1570.4029533863068
79,4.0,-4134.509984434593,-1.403454606074842,5.0,3.0,15.721004724502563
80,4.0,-4134.518362041545,-1.403464674138023,10.0,3.0,239.38312673568726
81,4.0,-4134.539663615535,-1.4034478776939208,15.0,3.0,1375.8373010158539
82,4.0,-4651.105172718568,-1.5240231028148388,5.0,4.0,19.777039527893066
83,4.0,-4651.152295094536,-1.5240266707581092,10.0,4.0,197.14353275299072
84,4.0,-4651.139636516416,-1.5240214192184436,15.0,4.0,1311.4196772575378
85,5.0,-4518.915765294038,-1.4974304210799445,5.0,0.0,144.1928472518921
86,5.0,-4518.924696212746,-1.4974295692455812,10.0,0.0,11868.761132717133
87,5.0,-4542.28410530532,-1.4763774871108375,5.0,1.0,151.46213150024414
88,5.0,-4542.297731587271,-1.4763918195650445,10.0,1.0,12950.106479167938
89,5.0,-4264.9187169450415,-1.4614398550921428,5.0,2.0,148.77081680297852
90,5.0,-4264.936925768456,-1.4614645466460632,10.0,2.0,10665.011912345886
91,5.0,-4366.768311381728,-1.4233404856530765,5.0,3.0,170.82828211784363
92,5.0,-4366.77802034122,-1.4233414929911508,10.0,3.0,11490.550499200821
93,5.0,-4651.3173368204825,-1.5689113794205756,5.0,4.0,184.9680254459381
94,5.0,-4651.340651263867,-1.568927289094837,10.0,4.0,9484.09476518631
